Applicable At,Applicable For,Data Item,Value,Generated Time,Quality Indicator
"14/09/2022 10:30:01","13/09/2022","Calorific Value, Thurso","38.8000","14/09/2022 10:32:50",""
"14/09/2022 10:30:01","13/09/2022","Calorific Value, Wick","38.8000","14/09/2022 10:32:50",""
"13/09/2022 16:00:01","12/09/2022","Calorific Value, LDZ(SC)","40.0000","13/09/2022 16:03:38",""
"13/09/2022 16:00:01","11/09/2022","Calorific Value, LDZ(NE)","39.8000","13/09/2022 16:03:38",""
"13/09/2022 16:00:01","11/09/2022","Calorific Value, LDZ(NO)","40.1000","13/09/2022 16:03:38",""
"13/09/2022 16:00:01","10/09/2022","Calorific Value, LDZ(NE)","39.8000","13/09/2022 16:03:38",""
"13/09/2022 16:00:01","10/09/2022","Calorific Value, LDZ(NO)","40.1000","13/09/2022 16:03:38",""
"13/09/2022 16:00:01","09/09/2022","Calorific Value, LDZ(NE)","39.8000","13/09/2022 16:03:38",""
"13/09/2022 16:00:01","09/09/2022","Calorific Value, LDZ(NO)","40.1000","13/09/2022 16:03:38",""
"13/09/2022 16:00:01","08/09/2022","Calorific Value, LDZ(NO)","40.1000","13/09/2022 16:03:38",""
"13/09/2022 10:30:01","13/09/2022","Calorific Value, LDZ(EA)","39.4000","13/09/2022 10:33:45",""
"13/09/2022 10:30:01","13/09/2022","Calorific Value, LDZ(EM)","40.0000","13/09/2022 10:33:45",""
"13/09/2022 10:30:01","13/09/2022","Calorific Value, LDZ(NE)","39.8000","13/09/2022 10:33:45",""
"13/09/2022 10:30:01","13/09/2022","Calorific Value, LDZ(NO)","40.1000","13/09/2022 10:33:45",""
"13/09/2022 10:30:01","13/09/2022","Calorific Value, LDZ(NT)","39.9000","13/09/2022 10:33:45",""
"13/09/2022 10:30:01","13/09/2022","Calorific Value, LDZ(NW)","40.0000","13/09/2022 10:33:45",""
"13/09/2022 10:30:01","13/09/2022","Calorific Value, LDZ(SC)","38.0000","13/09/2022 10:33:45",""
"13/09/2022 10:30:01","13/09/2022","Calorific Value, LDZ(SE)","39.1000","13/09/2022 10:33:45",""
"13/09/2022 10:30:01","13/09/2022","Calorific Value, LDZ(SO)","39.8000","13/09/2022 10:33:45",""
"13/09/2022 10:30:01","13/09/2022","Calorific Value, LDZ(SW)","39.3000","13/09/2022 10:33:45",""
"13/09/2022 10:30:01","13/09/2022","Calorific Value, LDZ(WM)","39.2000","13/09/2022 10:33:45",""
"13/09/2022 10:30:01","13/09/2022","Calorific Value, LDZ(WN)","40.0000","13/09/2022 10:33:45",""
"13/09/2022 10:30:01","13/09/2022","Calorific Value, LDZ(WS)","39.3000","13/09/2022 10:33:45",""
"13/09/2022 10:30:01","12/09/2022","Calorific Value, Campbeltown","38.8000","13/09/2022 10:33:45",""
"13/09/2022 10:30:01","12/09/2022","Calorific Value, LDZ(EA)","39.4000","13/09/2022 10:33:45",""
"13/09/2022 10:30:01","12/09/2022","Calorific Value, LDZ(EM)","40.0000","13/09/2022 10:33:45",""
"13/09/2022 10:30:01","12/09/2022","Calorific Value, LDZ(NE)","38.0000","13/09/2022 10:33:45",""
"13/09/2022 10:30:01","12/09/2022","Calorific Value, LDZ(NO)","40.0000","13/09/2022 10:33:45",""
"13/09/2022 10:30:01","12/09/2022","Calorific Value, LDZ(NT)","39.7000","13/09/2022 10:33:45",""
"13/09/2022 10:30:01","12/09/2022","Calorific Value, LDZ(NW)","39.9000","13/09/2022 10:33:45",""
"13/09/2022 10:30:01","12/09/2022","Calorific Value, LDZ(SC)","38.0000","13/09/2022 10:33:45",""
"13/09/2022 10:30:01","12/09/2022","Calorific Value, LDZ(SE)","39.1000","13/09/2022 10:33:45",""
"13/09/2022 10:30:01","12/09/2022","Calorific Value, LDZ(SO)","39.9000","13/09/2022 10:33:45",""
"13/09/2022 10:30:01","12/09/2022","Calorific Value, LDZ(SW)","39.3000","13/09/2022 10:33:45",""
"13/09/2022 10:30:01","12/09/2022","Calorific Value, LDZ(WM)","39.8000","13/09/2022 10:33:45",""
"13/09/2022 10:30:01","12/09/2022","Calorific Value, LDZ(WN)","40.0000","13/09/2022 10:33:45",""
"13/09/2022 10:30:01","12/09/2022","Calorific Value, LDZ(WS)","39.3000","13/09/2022 10:33:45",""
"13/09/2022 10:30:01","12/09/2022","Calorific Value, Oban","38.8000","13/09/2022 10:33:45",""
"13/09/2022 10:30:01","12/09/2022","Calorific Value, Stornoway","93.0000","13/09/2022 10:33:45",""
"13/09/2022 10:30:01","12/09/2022","Calorific Value, Stranraer","38.8000","13/09/2022 10:33:45",""
"13/09/2022 10:30:01","12/09/2022","Calorific Value, Thurso","38.8000","13/09/2022 10:33:45",""
"13/09/2022 10:30:01","12/09/2022","Calorific Value, Wick","38.8000","13/09/2022 10:33:45",""
"12/09/2022 16:00:01","11/09/2022","Calorific Value, LDZ(SW)","39.3000","12/09/2022 16:03:20",""
"12/09/2022 16:00:01","10/09/2022","Calorific Value, LDZ(EA)","39.6000","12/09/2022 16:03:20",""
"12/09/2022 16:00:01","10/09/2022","Calorific Value, LDZ(NO)","40.0000","12/09/2022 16:03:20",""
"12/09/2022 16:00:01","10/09/2022","Calorific Value, LDZ(SC)","40.1000","12/09/2022 16:03:20",""
"12/09/2022 16:00:01","10/09/2022","Calorific Value, LDZ(SW)","39.4000","12/09/2022 16:03:20",""
"12/09/2022 16:00:01","10/09/2022","Calorific Value, LDZ(WM)","39.8000","12/09/2022 16:03:20",""
"12/09/2022 16:00:01","09/09/2022","Calorific Value, LDZ(EA)","39.7000","12/09/2022 16:03:20",""
"12/09/2022 16:00:01","09/09/2022","Calorific Value, LDZ(NW)","39.8000","12/09/2022 16:03:20",""
"12/09/2022 16:00:01","09/09/2022","Calorific Value, LDZ(SC)","40.2000","12/09/2022 16:03:20",""
"12/09/2022 16:00:01","09/09/2022","Calorific Value, LDZ(SE)","39.1000","12/09/2022 16:03:20",""
"12/09/2022 16:00:01","09/09/2022","Calorific Value, LDZ(SW)","39.4000","12/09/2022 16:03:20",""
"12/09/2022 16:00:01","08/09/2022","Calorific Value, LDZ(SC)","40.1000","12/09/2022 16:03:20",""
"12/09/2022 10:30:01","12/09/2022","Calorific Value, LDZ(EA)","39.4000","12/09/2022 10:32:43",""
"12/09/2022 10:30:01","12/09/2022","Calorific Value, LDZ(EM)","40.1000","12/09/2022 10:32:43",""
"12/09/2022 10:30:01","12/09/2022","Calorific Value, LDZ(NE)","38.0000","12/09/2022 10:32:43",""
"12/09/2022 10:30:01","12/09/2022","Calorific Value, LDZ(NO)","40.0000","12/09/2022 10:32:43",""
"12/09/2022 10:30:01","12/09/2022","Calorific Value, LDZ(NT)","39.9000","12/09/2022 10:32:43",""
"12/09/2022 10:30:01","12/09/2022","Calorific Value, LDZ(NW)","39.9000","12/09/2022 10:32:43",""
"12/09/2022 10:30:01","12/09/2022","Calorific Value, LDZ(SC)","38.0000","12/09/2022 10:32:43",""
"12/09/2022 10:30:01","12/09/2022","Calorific Value, LDZ(SE)","39.0000","12/09/2022 10:32:43",""
"12/09/2022 10:30:01","12/09/2022","Calorific Value, LDZ(SO)","39.9000","12/09/2022 10:32:43",""
"12/09/2022 10:30:01","12/09/2022","Calorific Value, LDZ(SW)","38.0000","12/09/2022 10:32:43",""
"12/09/2022 10:30:01","12/09/2022","Calorific Value, LDZ(WM)","39.8000","12/09/2022 10:32:43",""
"12/09/2022 10:30:01","12/09/2022","Calorific Value, LDZ(WN)","40.0000","12/09/2022 10:32:43",""
"12/09/2022 10:30:01","12/09/2022","Calorific Value, LDZ(WS)","39.4000","12/09/2022 10:32:43",""
"12/09/2022 10:30:01","11/09/2022","Calorific Value, Campbeltown","38.8000","12/09/2022 10:32:43",""
"12/09/2022 10:30:01","11/09/2022","Calorific Value, LDZ(EA)","39.4000","12/09/2022 10:32:43",""
"12/09/2022 10:30:01","11/09/2022","Calorific Value, LDZ(EM)","40.0000","12/09/2022 10:32:43",""
"12/09/2022 10:30:01","11/09/2022","Calorific Value, LDZ(NE)","38.0000","12/09/2022 10:32:43",""
"12/09/2022 10:30:01","11/09/2022","Calorific Value, LDZ(NO)","40.0000","12/09/2022 10:32:43",""
"12/09/2022 10:30:01","11/09/2022","Calorific Value, LDZ(NT)","39.9000","12/09/2022 10:32:43",""
"12/09/2022 10:30:01","11/09/2022","Calorific Value, LDZ(NW)","40.0000","12/09/2022 10:32:43",""
"12/09/2022 10:30:01","11/09/2022","Calorific Value, LDZ(SC)","38.0000","12/09/2022 10:32:43",""
"12/09/2022 10:30:01","11/09/2022","Calorific Value, LDZ(SE)","39.1000","12/09/2022 10:32:43",""
"12/09/2022 10:30:01","11/09/2022","Calorific Value, LDZ(SO)","39.8000","12/09/2022 10:32:43",""
"12/09/2022 10:30:01","11/09/2022","Calorific Value, LDZ(SW)","38.0000","12/09/2022 10:32:43",""
"12/09/2022 10:30:01","11/09/2022","Calorific Value, LDZ(WM)","39.2000","12/09/2022 10:32:43",""
"12/09/2022 10:30:01","11/09/2022","Calorific Value, LDZ(WN)","40.0000","12/09/2022 10:32:43",""
"12/09/2022 10:30:01","11/09/2022","Calorific Value, LDZ(WS)","39.3000","12/09/2022 10:32:43",""
"12/09/2022 10:30:01","11/09/2022","Calorific Value, Oban","38.8000","12/09/2022 10:32:43",""
"12/09/2022 10:30:01","11/09/2022","Calorific Value, Stornoway","93.0000","12/09/2022 10:32:43",""
"12/09/2022 10:30:01","11/09/2022","Calorific Value, Stranraer","38.8000","12/09/2022 10:32:43",""
"12/09/2022 10:30:01","11/09/2022","Calorific Value, Thurso","38.8000","12/09/2022 10:32:43",""
"12/09/2022 10:30:01","11/09/2022","Calorific Value, Wick","38.8000","12/09/2022 10:32:43",""
"11/09/2022 10:30:01","11/09/2022","Calorific Value, LDZ(EA)","39.4000","11/09/2022 10:32:56",""
"11/09/2022 10:30:01","11/09/2022","Calorific Value, LDZ(EM)","40.1000","11/09/2022 10:32:56",""
"11/09/2022 10:30:01","11/09/2022","Calorific Value, LDZ(NE)","38.0000","11/09/2022 10:32:56",""
"11/09/2022 10:30:01","11/09/2022","Calorific Value, LDZ(NO)","40.0000","11/09/2022 10:32:56",""
"11/09/2022 10:30:01","11/09/2022","Calorific Value, LDZ(NT)","39.8000","11/09/2022 10:32:56",""
"11/09/2022 10:30:01","11/09/2022","Calorific Value, LDZ(NW)","39.2000","11/09/2022 10:32:56",""
"11/09/2022 10:30:01","11/09/2022","Calorific Value, LDZ(SC)","38.0000","11/09/2022 10:32:56",""
"11/09/2022 10:30:01","11/09/2022","Calorific Value, LDZ(SE)","39.2000","11/09/2022 10:32:56",""
"11/09/2022 10:30:01","11/09/2022","Calorific Value, LDZ(SO)","39.9000","11/09/2022 10:32:56",""
"11/09/2022 10:30:01","11/09/2022","Calorific Value, LDZ(SW)","38.0000","11/09/2022 10:32:56",""
"11/09/2022 10:30:01","11/09/2022","Calorific Value, LDZ(WM)","39.5000","11/09/2022 10:32:56",""
"11/09/2022 10:30:01","11/09/2022","Calorific Value, LDZ(WN)","40.1000","11/09/2022 10:32:56",""
"11/09/2022 10:30:01","11/09/2022","Calorific Value, LDZ(WS)","39.4000","11/09/2022 10:32:56",""
"11/09/2022 10:30:01","10/09/2022","Calorific Value, Campbeltown","38.8000","11/09/2022 10:32:56",""
"11/09/2022 10:30:01","10/09/2022","Calorific Value, LDZ(EA)","39.4000","11/09/2022 10:32:56",""
"11/09/2022 10:30:01","10/09/2022","Calorific Value, LDZ(EM)","40.1000","11/09/2022 10:32:56",""
"11/09/2022 10:30:01","10/09/2022","Calorific Value, LDZ(NE)","38.0000","11/09/2022 10:32:56",""
"11/09/2022 10:30:01","10/09/2022","Calorific Value, LDZ(NO)","39.5000","11/09/2022 10:32:56",""
"11/09/2022 10:30:01","10/09/2022","Calorific Value, LDZ(NT)","39.9000","11/09/2022 10:32:56",""
"11/09/2022 10:30:01","10/09/2022","Calorific Value, LDZ(NW)","39.9000","11/09/2022 10:32:56",""
"11/09/2022 10:30:01","10/09/2022","Calorific Value, LDZ(SC)","38.0000","11/09/2022 10:32:56",""
"11/09/2022 10:30:01","10/09/2022","Calorific Value, LDZ(SE)","39.0000","11/09/2022 10:32:56",""
"11/09/2022 10:30:01","10/09/2022","Calorific Value, LDZ(SO)","39.9000","11/09/2022 10:32:56",""
"11/09/2022 10:30:01","10/09/2022","Calorific Value, LDZ(SW)","38.0000","11/09/2022 10:32:56",""
"11/09/2022 10:30:01","10/09/2022","Calorific Value, LDZ(WM)","39.6000","11/09/2022 10:32:56",""
"11/09/2022 10:30:01","10/09/2022","Calorific Value, LDZ(WN)","40.0000","11/09/2022 10:32:56",""
"11/09/2022 10:30:01","10/09/2022","Calorific Value, LDZ(WS)","39.4000","11/09/2022 10:32:56",""
"11/09/2022 10:30:01","10/09/2022","Calorific Value, Oban","38.8000","11/09/2022 10:32:56",""
"11/09/2022 10:30:01","10/09/2022","Calorific Value, Stornoway","93.0000","11/09/2022 10:32:56",""
"11/09/2022 10:30:01","10/09/2022","Calorific Value, Stranraer","38.8000","11/09/2022 10:32:56",""
"11/09/2022 10:30:01","10/09/2022","Calorific Value, Thurso","38.8000","11/09/2022 10:32:56",""
"11/09/2022 10:30:01","10/09/2022","Calorific Value, Wick","38.8000","11/09/2022 10:32:56",""
"10/09/2022 16:00:01","08/09/2022","Calorific Value, LDZ(NE)","39.8000","10/09/2022 16:03:52",""
"10/09/2022 10:30:01","10/09/2022","Calorific Value, LDZ(EA)","39.6000","10/09/2022 10:33:39",""
"10/09/2022 10:30:01","10/09/2022","Calorific Value, LDZ(EM)","39.9000","10/09/2022 10:33:39",""
"10/09/2022 10:30:01","10/09/2022","Calorific Value, LDZ(NE)","39.8000","10/09/2022 10:33:39",""
"10/09/2022 10:30:01","10/09/2022","Calorific Value, LDZ(NO)","40.0000","10/09/2022 10:33:39",""
"10/09/2022 10:30:01","10/09/2022","Calorific Value, LDZ(NT)","39.6000","10/09/2022 10:33:39",""
"10/09/2022 10:30:01","10/09/2022","Calorific Value, LDZ(NW)","40.0000","10/09/2022 10:33:39",""
"10/09/2022 10:30:01","10/09/2022","Calorific Value, LDZ(SC)","38.0000","10/09/2022 10:33:39",""
"10/09/2022 10:30:01","10/09/2022","Calorific Value, LDZ(SE)","39.4000","10/09/2022 10:33:39",""
"10/09/2022 10:30:01","10/09/2022","Calorific Value, LDZ(SO)","39.8000","10/09/2022 10:33:39",""
"10/09/2022 10:30:01","10/09/2022","Calorific Value, LDZ(SW)","39.3000","10/09/2022 10:33:39",""
"10/09/2022 10:30:01","10/09/2022","Calorific Value, LDZ(WM)","39.3000","10/09/2022 10:33:39",""
"10/09/2022 10:30:01","10/09/2022","Calorific Value, LDZ(WN)","40.0000","10/09/2022 10:33:39",""
"10/09/2022 10:30:01","10/09/2022","Calorific Value, LDZ(WS)","39.3000","10/09/2022 10:33:39",""
"10/09/2022 10:30:01","09/09/2022","Calorific Value, Campbeltown","38.8000","10/09/2022 10:33:39",""
"10/09/2022 10:30:01","09/09/2022","Calorific Value, LDZ(EA)","39.4000","10/09/2022 10:33:39",""
"10/09/2022 10:30:01","09/09/2022","Calorific Value, LDZ(EM)","40.1000","10/09/2022 10:33:39",""
"10/09/2022 10:30:01","09/09/2022","Calorific Value, LDZ(NE)","38.0000","10/09/2022 10:33:39",""
"10/09/2022 10:30:01","09/09/2022","Calorific Value, LDZ(NO)","40.0000","10/09/2022 10:33:39",""
"10/09/2022 10:30:01","09/09/2022","Calorific Value, LDZ(NT)","39.8000","10/09/2022 10:33:39",""
"10/09/2022 10:30:01","09/09/2022","Calorific Value, LDZ(NW)","39.2000","10/09/2022 10:33:39",""
"10/09/2022 10:30:01","09/09/2022","Calorific Value, LDZ(SC)","38.0000","10/09/2022 10:33:39",""
"10/09/2022 10:30:01","09/09/2022","Calorific Value, LDZ(SE)","39.2000","10/09/2022 10:33:39",""
"10/09/2022 10:30:01","09/09/2022","Calorific Value, LDZ(SO)","39.9000","10/09/2022 10:33:39",""
"10/09/2022 10:30:01","09/09/2022","Calorific Value, LDZ(SW)","38.0000","10/09/2022 10:33:39",""
"10/09/2022 10:30:01","09/09/2022","Calorific Value, LDZ(WM)","39.5000","10/09/2022 10:33:39",""
"10/09/2022 10:30:01","09/09/2022","Calorific Value, LDZ(WN)","40.1000","10/09/2022 10:33:39",""
"10/09/2022 10:30:01","09/09/2022","Calorific Value, LDZ(WS)","39.4000","10/09/2022 10:33:39",""
"10/09/2022 10:30:01","09/09/2022","Calorific Value, Oban","38.8000","10/09/2022 10:33:39",""
"10/09/2022 10:30:01","09/09/2022","Calorific Value, Stornoway","93.0000","10/09/2022 10:33:39",""
"10/09/2022 10:30:01","09/09/2022","Calorific Value, Stranraer","38.8000","10/09/2022 10:33:39",""
"10/09/2022 10:30:01","09/09/2022","Calorific Value, Thurso","38.8000","10/09/2022 10:33:39",""
"10/09/2022 10:30:01","09/09/2022","Calorific Value, Wick","38.8000","10/09/2022 10:33:39",""
"09/09/2022 16:00:01","08/09/2022","Calorific Value, LDZ(EA)","39.6000","09/09/2022 16:04:13",""
"09/09/2022 16:00:01","08/09/2022","Calorific Value, LDZ(SW)","39.3000","09/09/2022 16:04:13",""
"09/09/2022 16:00:01","07/09/2022","Calorific Value, LDZ(EA)","39.6000","09/09/2022 16:04:13",""
"09/09/2022 16:00:01","07/09/2022","Calorific Value, LDZ(NE)","39.8000","09/09/2022 16:04:13",""
"09/09/2022 16:00:01","07/09/2022","Calorific Value, LDZ(NO)","40.3000","09/09/2022 16:04:13",""
"09/09/2022 16:00:01","06/09/2022","Calorific Value, LDZ(EA)","39.6000","09/09/2022 16:04:13",""
"09/09/2022 16:00:01","06/09/2022","Calorific Value, LDZ(NO)","40.3000","09/09/2022 16:04:13",""
"09/09/2022 16:00:01","05/09/2022","Calorific Value, LDZ(NO)","40.3000","09/09/2022 16:04:13",""
"09/09/2022 10:30:00","09/09/2022","Calorific Value, LDZ(EA)","39.6000","09/09/2022 10:33:29",""
"09/09/2022 10:30:00","09/09/2022","Calorific Value, LDZ(EM)","39.7000","09/09/2022 10:33:29",""
"09/09/2022 10:30:00","09/09/2022","Calorific Value, LDZ(NE)","39.8000","09/09/2022 10:33:29",""
"09/09/2022 10:30:00","09/09/2022","Calorific Value, LDZ(NO)","40.3000","09/09/2022 10:33:29",""
"09/09/2022 10:30:00","09/09/2022","Calorific Value, LDZ(NT)","39.6000","09/09/2022 10:33:29",""
"09/09/2022 10:30:00","09/09/2022","Calorific Value, LDZ(NW)","40.0000","09/09/2022 10:33:29",""
"09/09/2022 10:30:00","09/09/2022","Calorific Value, LDZ(SC)","40.0000","09/09/2022 10:33:29",""
"09/09/2022 10:30:00","09/09/2022","Calorific Value, LDZ(SE)","39.3000","09/09/2022 10:33:29",""
"09/09/2022 10:30:00","09/09/2022","Calorific Value, LDZ(SO)","39.6000","09/09/2022 10:33:29",""
"09/09/2022 10:30:00","09/09/2022","Calorific Value, LDZ(SW)","39.3000","09/09/2022 10:33:29",""
"09/09/2022 10:30:00","09/09/2022","Calorific Value, LDZ(WM)","39.4000","09/09/2022 10:33:29",""
"09/09/2022 10:30:00","09/09/2022","Calorific Value, LDZ(WN)","39.9000","09/09/2022 10:33:29",""
"09/09/2022 10:30:00","09/09/2022","Calorific Value, LDZ(WS)","39.4000","09/09/2022 10:33:29",""
"09/09/2022 10:30:00","08/09/2022","Calorific Value, Campbeltown","38.8000","09/09/2022 10:33:29",""
"09/09/2022 10:30:00","08/09/2022","Calorific Value, LDZ(EA)","39.4000","09/09/2022 10:33:29",""
"09/09/2022 10:30:00","08/09/2022","Calorific Value, LDZ(EM)","39.9000","09/09/2022 10:33:29",""
"09/09/2022 10:30:00","08/09/2022","Calorific Value, LDZ(NE)","38.0000","09/09/2022 10:33:29",""
"09/09/2022 10:30:00","08/09/2022","Calorific Value, LDZ(NO)","40.0000","09/09/2022 10:33:29",""
"09/09/2022 10:30:00","08/09/2022","Calorific Value, LDZ(NT)","39.6000","09/09/2022 10:33:29",""
"09/09/2022 10:30:00","08/09/2022","Calorific Value, LDZ(NW)","40.0000","09/09/2022 10:33:29",""
"09/09/2022 10:30:00","08/09/2022","Calorific Value, LDZ(SC)","38.0000","09/09/2022 10:33:29",""
"09/09/2022 10:30:00","08/09/2022","Calorific Value, LDZ(SE)","39.4000","09/09/2022 10:33:29",""
"09/09/2022 10:30:00","08/09/2022","Calorific Value, LDZ(SO)","39.8000","09/09/2022 10:33:29",""
"09/09/2022 10:30:00","08/09/2022","Calorific Value, LDZ(SW)","38.0000","09/09/2022 10:33:29",""
"09/09/2022 10:30:00","08/09/2022","Calorific Value, LDZ(WM)","39.3000","09/09/2022 10:33:29",""
"09/09/2022 10:30:00","08/09/2022","Calorific Value, LDZ(WN)","40.0000","09/09/2022 10:33:29",""
"09/09/2022 10:30:00","08/09/2022","Calorific Value, LDZ(WS)","39.3000","09/09/2022 10:33:29",""
"09/09/2022 10:30:00","08/09/2022","Calorific Value, Oban","38.8000","09/09/2022 10:33:29",""
"09/09/2022 10:30:00","08/09/2022","Calorific Value, Stornoway","93.0000","09/09/2022 10:33:29",""
"09/09/2022 10:30:00","08/09/2022","Calorific Value, Stranraer","38.8000","09/09/2022 10:33:29",""
"09/09/2022 10:30:00","08/09/2022","Calorific Value, Thurso","38.8000","09/09/2022 10:33:29",""
"09/09/2022 10:30:00","08/09/2022","Calorific Value, Wick","38.8000","09/09/2022 10:33:29",""
"08/09/2022 16:00:01","07/09/2022","Calorific Value, LDZ(SC)","40.0000","08/09/2022 16:03:40",""
"08/09/2022 16:00:01","07/09/2022","Calorific Value, LDZ(SE)","39.3000","08/09/2022 16:03:40",""
"08/09/2022 16:00:01","07/09/2022","Calorific Value, LDZ(SW)","39.3000","08/09/2022 16:03:40",""
"08/09/2022 16:00:01","06/09/2022","Calorific Value, LDZ(NE)","39.8000","08/09/2022 16:03:40",""
"08/09/2022 16:00:01","06/09/2022","Calorific Value, LDZ(NO)","40.1000","08/09/2022 16:03:40",""
"08/09/2022 10:30:01","08/09/2022","Calorific Value, LDZ(EA)","39.4000","08/09/2022 10:35:35",""
"08/09/2022 10:30:01","08/09/2022","Calorific Value, LDZ(EM)","39.8000","08/09/2022 10:35:35",""
"08/09/2022 10:30:01","08/09/2022","Calorific Value, LDZ(NE)","39.8000","08/09/2022 10:35:35",""
"08/09/2022 10:30:01","08/09/2022","Calorific Value, LDZ(NO)","40.1000","08/09/2022 10:35:35",""
"08/09/2022 10:30:01","08/09/2022","Calorific Value, LDZ(NT)","39.6000","08/09/2022 10:35:35",""
"08/09/2022 10:30:01","08/09/2022","Calorific Value, LDZ(NW)","39.9000","08/09/2022 10:35:35",""
"08/09/2022 10:30:01","08/09/2022","Calorific Value, LDZ(SC)","38.0000","08/09/2022 10:35:35",""
"08/09/2022 10:30:01","08/09/2022","Calorific Value, LDZ(SE)","39.3000","08/09/2022 10:35:35",""
"08/09/2022 10:30:01","08/09/2022","Calorific Value, LDZ(SO)","39.7000","08/09/2022 10:35:35",""
"08/09/2022 10:30:01","08/09/2022","Calorific Value, LDZ(SW)","39.4000","08/09/2022 10:35:35",""
"08/09/2022 10:30:01","08/09/2022","Calorific Value, LDZ(WM)","39.4000","08/09/2022 10:35:35",""
"08/09/2022 10:30:01","08/09/2022","Calorific Value, LDZ(WN)","40.0000","08/09/2022 10:35:35",""
